Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
1.9961725,0.8627192,0.53556967,1.9451301,0.58249533,1,4,1,1,1,5,2,5,4,1,4,2,0.782832
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.6411257,0.78572965,1.4630605,0.93526626,0.86828434,3,1,2,1,2,1,1,3,1,1,4,2,0.637079
1.1229904,1.3725486,1.5833236,1.8827304,0.73664004,3,4,4,2,3,2,2,3,4,3,2,1,0.757451
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.9961725,1.3419511,0.63690853,1.9451301,1.0756025,1,4,5,5,5,4,4,2,1,5,2,1,0.542567
1.7198918,1.131334,1.3456674,0.8062011,1.7852546,4,5,3,1,5,5,5,2,3,4,2,2,0.576359
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.0594145,1.968083,1.6934655,1.3671951,0.8962828,3,5,5,3,5,1,1,4,3,1,5,2,0.749756
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.5434778,0.6439615,1.2608118,1.1157998,1.6500022,1,5,3,4,3,4,5,3,1,5,1,2,0.686077
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
0.7313565,0.5544293,1.8654885,0.64917254,0.96180576,1,1,3,1,3,1,5,5,1,5,3,2,3.55759
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
1.9961725,0.8627192,0.53556967,1.9451301,0.58249533,1,4,1,1,1,5,2,5,4,1,4,2,0.782832
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.6411257,0.78572965,1.4630605,0.93526626,0.86828434,3,1,2,1,2,1,1,3,1,1,4,2,0.637079
1.1229904,1.3725486,1.5833236,1.8827304,0.73664004,3,4,4,2,3,2,2,3,4,3,2,1,0.757451
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.9961725,1.3419511,0.63690853,1.9451301,1.0756025,1,4,5,5,5,4,4,2,1,5,2,1,0.542567
1.7198918,1.131334,1.3456674,0.8062011,1.7852546,4,5,3,1,5,5,5,2,3,4,2,2,0.576359
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.0594145,1.968083,1.6934655,1.3671951,0.8962828,3,5,5,3,5,1,1,4,3,1,5,2,0.749756
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.5434778,0.6439615,1.2608118,1.1157998,1.6500022,1,5,3,4,3,4,5,3,1,5,1,2,0.686077
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
0.7313565,0.5544293,1.8654885,0.64917254,0.96180576,1,1,3,1,3,1,5,5,1,5,3,2,3.55759
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
1.9961725,0.8627192,0.53556967,1.9451301,0.58249533,1,4,1,1,1,5,2,5,4,1,4,2,0.782832
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.6411257,0.78572965,1.4630605,0.93526626,0.86828434,3,1,2,1,2,1,1,3,1,1,4,2,0.637079
1.1229904,1.3725486,1.5833236,1.8827304,0.73664004,3,4,4,2,3,2,2,3,4,3,2,1,0.757451
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.9961725,1.3419511,0.63690853,1.9451301,1.0756025,1,4,5,5,5,4,4,2,1,5,2,1,0.542567
1.7198918,1.131334,1.3456674,0.8062011,1.7852546,4,5,3,1,5,5,5,2,3,4,2,2,0.576359
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.0594145,1.968083,1.6934655,1.3671951,0.8962828,3,5,5,3,5,1,1,4,3,1,5,2,0.749756
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.5434778,0.6439615,1.2608118,1.1157998,1.6500022,1,5,3,4,3,4,5,3,1,5,1,2,0.686077
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
0.7313565,0.5544293,1.8654885,0.64917254,0.96180576,1,1,3,1,3,1,5,5,1,5,3,2,3.55759
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
1.9961725,0.8627192,0.53556967,1.9451301,0.58249533,1,4,1,1,1,5,2,5,4,1,4,2,0.782832
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.6411257,0.78572965,1.4630605,0.93526626,0.86828434,3,1,2,1,2,1,1,3,1,1,4,2,0.637079
1.1229904,1.3725486,1.5833236,1.8827304,0.73664004,3,4,4,2,3,2,2,3,4,3,2,1,0.757451
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.9961725,1.3419511,0.63690853,1.9451301,1.0756025,1,4,5,5,5,4,4,2,1,5,2,1,0.542567
1.7198918,1.131334,1.3456674,0.8062011,1.7852546,4,5,3,1,5,5,5,2,3,4,2,2,0.576359
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.0594145,1.968083,1.6934655,1.3671951,0.8962828,3,5,5,3,5,1,1,4,3,1,5,2,0.749756
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.5434778,0.6439615,1.2608118,1.1157998,1.6500022,1,5,3,4,3,4,5,3,1,5,1,2,0.686077
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
0.7313565,0.5544293,1.8654885,0.64917254,0.96180576,1,1,3,1,3,1,5,5,1,5,3,2,3.55759
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
0.5262207,0.85847497,1.9293213,1.9890826,1.6296959,3,5,5,5,3,2,1,4,5,5,4,1,0.512159
0.8244983,1.6296499,0.9104464,1.2566075,1.5665944,3,3,5,5,3,5,1,1,3,5,1,2,2.04425
1.0328238,0.5350759,1.5980604,0.5600673,1.8269376,4,3,2,4,1,3,1,4,4,4,1,1,0.729247
1.5637883,1.0954896,1.5481598,1.3773776,1.4546112,1,1,1,1,3,5,1,4,4,1,1,2,1.54916
1.6807494,1.311839,1.4389412,1.2618623,0.61016136,4,2,3,5,4,3,5,3,3,4,2,2,1.15444
1.7147888,0.84227896,1.4489868,1.137686,1.2710125,4,1,5,5,5,4,5,4,4,4,4,1,1.0865
1.114669,1.5787128,1.0699692,1.9887874,1.3910861,4,5,3,4,5,5,4,4,4,5,3,2,1.32836
1.6146212,0.8418581,1.4630605,0.93526626,1.7173994,5,3,5,5,4,4,5,3,4,5,3,2,2.23327
1.5637883,1.0954896,0.75179166,1.9839959,1.3116074,1,3,5,4,5,4,1,5,1,3,4,2,0.893048
1.4053473,0.8079793,1.0920476,0.7962425,1.4104743,5,3,2,1,1,1,3,2,1,1,3,2,0.959073
1.3549256,1.515566,1.5880857,1.6038104,1.8269376,4,4,1,1,1,1,4,4,4,5,4,1,1.44823
0.7525845,0.7926904,0.6949806,0.67877305,1.060539,1,1,2,1,2,5,5,2,1,4,1,2,2.79582
0.7525845,1.4337769,1.4546474,0.67877305,1.6224525,2,4,4,4,4,5,5,2,2,5,2,1,0.698597
1.813694,1.7675546,1.5481598,1.1885371,1.4546112,1,4,1,1,3,5,1,4,1,4,4,2,1.15984
0.8244983,1.7864197,1.8262914,1.9528542,1.6224525,5,1,4,5,4,5,1,5,5,5,3,2,0.795177
0.71800905,0.5620072,1.8945546,1.0118525,0.84261096,5,1,2,5,1,4,1,4,4,1,4,2,1.48399
1.502414,1.5332896,0.6652679,1.9528542,1.6224525,1,4,5,4,5,4,5,5,5,3,3,2,0.744707
1.871716,0.5632404,0.840434,1.9610167,1.3177893,1,1,3,4,3,3,4,5,5,4,3,2,1.0688
1.8724847,1.515566,1.5880857,1.4819032,1.8269376,3,3,5,5,1,3,1,4,4,4,1,2,0.987991
1.2515383,1.2444822,1.3158075,1.5763559,1.6162902,4,1,5,5,5,2,4,5,4,2,2,2,0.905854
1.3880559,0.8079793,1.0920476,0.7962425,0.9793771,5,2,3,3,1,1,2,5,3,3,1,2,1.0869
0.7054895,1.916234,0.55369085,1.9421757,1.5354546,2,5,5,5,2,3,2,4,4,2,4,2,0.666109
0.95210147,1.9918684,0.840434,1.2833656,0.849648,4,3,1,4,1,4,1,1,3,4,3,2,2.29481
1.6160705,1.9055883,0.8496442,1.9523491,1.4799623,4,4,1,5,5,4,1,4,1,1,1,1,1.09777
1.3549256,0.85847497,1.9293213,1.9890826,1.7173994,3,5,5,5,4,4,1,2,1,4,3,2,0.551243
1.6146212,1.3833972,1.2496512,0.7957505,0.57761943,5,3,4,5,4,5,2,5,5,4,3,2,2.50687
1.0612166,1.4337769,1.8262914,1.6968198,1.6224525,4,1,4,5,4,2,1,3,3,5,4,2,0.630854
1.9407835,1.311839,1.4389412,1.2618623,1.9884789,4,4,5,5,5,4,1,4,1,4,1,1,0.936717
1.6146212,0.95373404,1.8945546,1.9890826,1.7173994,5,3,5,5,1,1,1,4,1,4,3,2,0.638568
1.2047127,1.916234,1.8595126,1.9421757,1.3192825,2,1,3,3,2,4,4,2,1,3,3,2,0.544868
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
1.6411257,0.78572965,1.4630605,0.93526626,0.86828434,3,1,2,1,2,1,1,3,1,1,4,2,0.637079
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.7198918,1.131334,1.3456674,0.8062011,1.7852546,4,5,3,1,5,5,5,2,3,4,2,2,0.576359
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
1.5049977,0.8627192,0.53556967,1.669243,0.715899,1,1,2,1,2,2,2,2,1,4,2,2,1.91635
1.1229904,1.3725486,1.6817148,1.8827304,1.6828207,4,3,3,4,2,2,1,4,1,4,4,2,0.740911
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.5434778,0.6439615,1.2608118,1.1157998,1.6500022,1,5,3,4,3,4,5,3,1,5,1,2,0.686077
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.9961725,0.8627192,0.53556967,1.9451301,0.58249533,1,4,1,1,1,5,2,5,4,1,4,2,0.782832
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
0.7313565,0.5544293,1.8654885,0.64917254,0.96180576,1,1,3,1,3,1,5,5,1,5,3,2,3.55759
1.9961725,1.3419511,0.63690853,1.9451301,1.0756025,1,4,5,5,5,4,4,2,1,5,2,1,0.542567
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.9961725,1.3419511,0.63690853,1.9451301,1.0756025,1,4,5,5,5,4,4,2,1,5,2,1,0.542567
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.4825127,0.5544293,1.4712355,1.0729551,1.4220817,1,1,3,1,3,1,5,5,1,1,1,2,1.71555
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.5049977,0.8627192,0.53556967,1.669243,0.715899,1,1,2,1,2,2,2,2,1,4,2,2,1.91635
1.6411257,1.6436788,1.4630605,1.6419182,1.9970504,4,1,3,4,1,1,2,4,3,5,2,2,0.604937
1.0399231,0.5544293,1.136951,1.1121167,1.4220817,1,1,5,1,3,5,3,5,5,1,3,2,1.99528
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.5434778,0.6439615,1.2608118,1.1157998,1.6500022,1,5,3,4,3,4,5,3,1,5,1,2,0.686077
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
1.95979,0.62324625,1.2161634,1.1784654,1.9899657,4,5,2,1,2,1,5,3,1,1,3,2,0.504461
1.4633226,0.55609804,1.147984,1.5919905,1.603048,1,1,4,1,4,1,4,1,1,4,1,1,1.71399
1.1229904,1.3725486,1.6817148,1.8827304,1.6828207,4,3,3,4,2,2,1,4,1,4,4,2,0.740911
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.6411257,0.78572965,1.4630605,0.93526626,0.86828434,3,1,2,1,2,1,1,3,1,1,4,2,0.637079
1.0843797,1.1637837,1.611905,1.1157998,1.9632603,1,1,5,1,1,4,1,4,1,4,5,2,2.24196
1.4633226,0.55609804,1.147984,1.0221624,1.0372862,1,1,1,1,4,2,2,4,1,3,2,2,1.32221
1.9683282,0.63631654,0.73691034,1.998258,0.6958,5,1,5,5,5,5,1,5,1,3,3,2,0.829938
1.4825127,1.2693739,1.136951,0.98067385,1.467155,4,1,3,1,3,1,2,5,2,5,5,2,0.669634
1.0843797,1.44613,1.611905,1.1157998,0.81393737,2,1,2,1,1,2,1,4,1,1,2,2,1.05528
1.5192828,0.87248784,1.4560409,0.6827936,0.86828434,3,4,4,4,4,1,1,3,1,1,4,2,0.898449
0.94239473,1.0055788,1.1256773,1.1614748,1.2686583,4,1,4,4,4,5,1,4,4,1,1,2,1.17407
1.4825127,0.5088291,1.7229347,1.7526094,1.6500022,1,2,3,5,2,4,5,3,4,4,1,2,0.608886
1.6411257,1.2033639,1.6647185,0.6184812,0.9487051,3,4,4,1,2,1,1,3,1,4,4,2,0.598876
1.4825127,0.5544293,1.136951,1.0729551,1.4220817,1,1,3,1,3,1,3,5,1,5,3,2,1.54021
1.5049977,0.8627192,0.53556967,1.669243,0.715899,1,1,2,1,2,2,2,2,1,4,2,2,1.91635
1.95979,0.62324625,1.3655461,1.1496282,1.9899657,4,5,2,1,4,1,5,3,1,5,2,2,0.497233
1.4825127,0.5544293,1.4712355,1.0729551,1.4220817,1,1,3,1,3,1,5,5,1,1,1,2,1.71555
1.2959323,0.9090971,1.2002343,1.2482402,1.410147,1,3,1,3,1,4,3,1,3,4,3,2,0.872317
1.3228775,0.8194101,0.88186693,1.1908836,1.9632603,1,1,3,1,5,4,5,4,1,5,1,2,1.45616
1.7365247,1.0055171,0.9140382,1.6256404,1.5295527,1,1,3,1,3,5,1,5,5,1,2,2,1.35033
1.95979,0.62324625,1.2161634,1.1784654,1.9899657,4,5,2,1,2,1,5,3,1,1,3,2,0.504461
1.1229904,1.3725486,1.6817148,1.8827304,1.6828207,4,3,3,4,2,2,1,4,1,4,4,2,0.740911
1.8968425,0.5544293,1.136951,1.5738976,1.4220817,1,1,3,1,3,5,4,5,5,5,1,2,0.97425
0.6896486,1.2214744,1.611905,0.98786473,1.060539,1,4,4,4,1,5,5,5,4,4,4,2,1.4984
1.9683282,1.0055171,1.3192767,1.4524509,0.9126938,1,1,1,1,4,5,5,1,5,5,4,2,0.942437
1.4513078,0.9015841,0.9877885,1.572339,1.6029176,4,1,5,4,1,1,5,4,4,5,1,2,0.800996
1.4633226,0.55609804,1.147984,1.5685993,1.0608627,1,1,1,4,4,1,4,4,1,1,1,1,1.92103
1.814249,1.7898221,1.0708952,1.0277826,1.6803591,1,5,1,1,5,2,2,4,1,2,2,2,0.729241
1.4633226,1.3929529,1.147984,0.8003417,0.73664004,3,2,4,2,3,2,2,3,4,3,2,1,0.865265
1.6411257,1.6436788,1.4630605,1.6419182,1.9970504,4,1,3,4,1,1,2,4,3,5,2,2,0.604937
